"VendorID16","VendorID10","VendorName","DeviceID16","DeviceID10","DeviceName"
"040a","1034","Kodak Co.","0585","1413","Digital Camera"
"040a","1034","Kodak Co.","0586","1414","CX7525"
"040a","1034","Kodak Co.","0587","1415","Digital Camera"
"040a","1034","Kodak Co.","0588","1416","Digital Camera"
"040a","1034","Kodak Co.","0589","1417","EasyShare C360"
"040a","1034","Kodak Co.","058a","1418","C310"
"040a","1034","Kodak Co.","058b","1419","Digital Camera"
"040a","1034","Kodak Co.","058c","1420","C330"
"040a","1034","Kodak Co.","058d","1421","C340"
"040a","1034","Kodak Co.","058e","1422","V530"
"040a","1034","Kodak Co.","058f","1423","V550"
"040a","1034","Kodak Co.","0590","1424","Digital Camera"
"040a","1034","Kodak Co.","0591","1425","Digital Camera"
"040a","1034","Kodak Co.","0592","1426","Digital Camera"
"040a","1034","Kodak Co.","0593","1427","Digital Camera"
"040a","1034","Kodak Co.","0594","1428","Digital Camera"
"040a","1034","Kodak Co.","0595","1429","Digital Camera"
"040a","1034","Kodak Co.","0596","1430","Digital Camera"
"040a","1034","Kodak Co.","0597","1431","Digital Camera"
"040a","1034","Kodak Co.","0598","1432","EASYSHARE M1033 digital camera"
"040a","1034","Kodak Co.","0599","1433","Digital Camera"
"040a","1034","Kodak Co.","059a","1434","Digital Camera"
"040a","1034","Kodak Co.","059b","1435","Digital Camera"
"040a","1034","Kodak Co.","059c","1436","Digital Camera"
"040a","1034","Kodak Co.","059d","1437","Digital Camera"
"040a","1034","Kodak Co.","059e","1438","Digital Camera"
"040a","1034","Kodak Co.","059f","1439","Digital Camera"
"040a","1034","Kodak Co.","05a0","1440","Digital Camera"
"040a","1034","Kodak Co.","05a1","1441","Digital Camera"
"040a","1034","Kodak Co.","05a2","1442","Digital Camera"
"040a","1034","Kodak Co.","05a3","1443","Digital Camera"
"040a","1034","Kodak Co.","05a4","1444","Digital Camera"
"040a","1034","Kodak Co.","05a5","1445","Digital Camera"
"040a","1034","Kodak Co.","05a6","1446","Digital Camera"
"040a","1034","Kodak Co.","05a7","1447","Digital Camera"
"040a","1034","Kodak Co.","05a8","1448","Digital Camera"
"040a","1034","Kodak Co.","05a9","1449","Digital Camera"
"040a","1034","Kodak Co.","05aa","1450","Digital Camera"
"040a","1034","Kodak Co.","05ab","1451","Digital Camera"
"040a","1034","Kodak Co.","05ac","1452","Digital Camera"
"040a","1034","Kodak Co.","05ad","1453","Digital Camera"
"040a","1034","Kodak Co.","05ae","1454","Digital Camera"
"040a","1034","Kodak Co.","05af","1455","Digital Camera"
"040a","1034","Kodak Co.","05b0","1456","Digital Camera"
"040a","1034","Kodak Co.","05b1","1457","Digital Camera"
"040a","1034","Kodak Co.","05b2","1458","Digital Camera"
"040a","1034","Kodak Co.","05b3","1459","EasyShare Z710 Camera"
"040a","1034","Kodak Co.","05b4","1460","Digital Camera"
"040a","1034","Kodak Co.","05b5","1461","Digital Camera"
"040a","1034","Kodak Co.","05b6","1462","Digital Camera"
"040a","1034","Kodak Co.","05b7","1463","Digital Camera"
"040a","1034","Kodak Co.","05b8","1464","Digital Camera"
"040a","1034","Kodak Co.","05b9","1465","Digital Camera"
"040a","1034","Kodak Co.","05ba","1466","Digital Camera"
"040a","1034","Kodak Co.","05bb","1467","Digital Camera"
"040a","1034","Kodak Co.","05bc","1468","Digital Camera"
"040a","1034","Kodak Co.","05bd","1469","Digital Camera"
"040a","1034","Kodak Co.","05be","1470","Digital Camera"
"040a","1034","Kodak Co.","05bf","1471","Digital Camera"
"040a","1034","Kodak Co.","05c0","1472","Digital Camera"
"040a","1034","Kodak Co.","05c1","1473","Digital Camera"
"040a","1034","Kodak Co.","05c2","1474","Digital Camera"
"040a","1034","Kodak Co.","05c3","1475","Digital Camera"
"040a","1034","Kodak Co.","05c4","1476","Digital Camera"
"040a","1034","Kodak Co.","05c5","1477","Digital Camera"
"040a","1034","Kodak Co.","05c8","1480","EASYSHARE Z1485 IS Digital Camera"
"040a","1034","Kodak Co.","05d3","1491","EasyShare M320 Camera"
"040a","1034","Kodak Co.","05d4","1492","EasyShare C180 Digital Camera"
"040a","1034","Kodak Co.","1001","4097","EasyShare SV811 Digital Picture Frame"
"040a","1034","Kodak Co.","4000","16384","InkJet Color Printer"
"040a","1034","Kodak Co.","4021","16417","Photo Printer 6800"
"040a","1034","Kodak Co.","4022","16418","1400 Digital Photo Printer"
"040a","1034","Kodak Co.","402b","16427","Photo Printer 6850"
"040a","1034","Kodak Co.","402e","16430","605 Photo Printer"
"040a","1034","Kodak Co.","4034","16436","805 Photo Printer"
"040a","1034","Kodak Co.","404f","16463","305 Photo Printer"
"040a","1034","Kodak Co.","4056","16470","ESP 7200 Series AiO"
"040a","1034","Kodak Co.","4109","16649","EasyShare Printer Dock Series 3"
"040a","1034","Kodak Co.","410d","16653","EasyShare G600 Printer Dock"
"040a","1034","Kodak Co.","5010","20496","Wireless Adapter"
"040a","1034","Kodak Co.","5012","20498","DBT-220 Bluetooth Adapter"
"040a","1034","Kodak Co.","6001","24577","i30"
"040a","1034","Kodak Co.","6002","24578","i40"
"040a","1034","Kodak Co.","6003","24579","i50"
"040a","1034","Kodak Co.","6004","24580","i60"
"040a","1034","Kodak Co.","6005","24581","i80"
"040a","1034","Kodak Co.","6029","24617","i900"
"040a","1034","Kodak Co.","602a","24618","i900"
"040b","1035","Weltrend Semiconductor","0a68","2664","Func MS-3 gaming mouse [WT6573F MCU]"
"040b","1035","Weltrend Semiconductor","6510","25872","Weltrend Bar Code Reader"
"040b","1035","Weltrend Semiconductor","6520","25888","XBOX Xploder"
"040b","1035","Weltrend Semiconductor","6533","25907","Speed-Link Competition Pro"
"040b","1035","Weltrend Semiconductor","6543","25923","Manhattan Magnetic Card Strip Reader"
"040c","1036","VTech Computers, Ltd","Missing[""NotApplicable""]","Missing[""NotApplicable""]","Missing[""NotApplicable""]"
"040d","1037","VIA Technologies, Inc.","3184","12676","VNT VT6656 USB-802.11 Wireless LAN Adapter"
"040d","1037","VIA Technologies, Inc.","6205","25093","USB 2.0 Card Reader"
"040e","1038","MCCI","Missing[""NotApplicable""]","Missing[""NotApplicable""]","Missing[""NotApplicable""]"
"040f","1039","Echo Speech Corp.","Missing[""NotApplicable""]","Missing[""NotApplicable""]","Missing[""NotApplicable""]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0001","1","LUA-TX Ethernet [pegasus]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0005","5","LUA-TX Ethernet"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0006","6","WLI-USB-L11 Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0009","9","LUA2-TX Ethernet"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","000b","11","WLI-USB-L11G-WR Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","000d","13","WLI-USB-L11G Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0012","18","LUA-KTX Ethernet"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0013","19","USB2-IDE Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0016","22","WLI-USB-S11 802.11b Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0018","24","USB2-IDE Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","001c","28","USB-IDE Bridge: DUB-PxxG"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0027","39","WLI-USB-KS11G 802.11b Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","002a","42","SMSC USB97C202 ""HD-HB300V2-EU"""
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","003d","61","LUA-U2-KTX Ethernet"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0044","68","WLI-USB-KB11 Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","004b","75","WLI-USB-G54 802.11g Adapter [Broadcom 4320 USB]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","004d","77","WLI-USB-B11 Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0050","80","WLI2-USB2-G54 Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","005e","94","WLI-U2-KG54-YB WLAN"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0065","101","Python2 WDM Encoder"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0066","102","WLI-U2-KG54 WLAN"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0067","103","WLI-U2-KG54-AI WLAN"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","006e","110","LUA-U2-GT 10/100/1000 Ethernet Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0089","137","RUF-C/U2 Flash Drive"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","008b","139","Nintendo Wi-Fi"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0091","145","WLI-U2-KAMG54 Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0092","146","WLI-U2-KAMG54 Bootloader"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0097","151","WLI-U2-KG54-BB"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00a9","169","WLI-U2-AMG54HP Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00aa","170","WLI-U2-AMG54HP Bootloader"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00b3","179","PC-OP-RS1 RemoteStation"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00bc","188","WLI-U2-KG125S 802.11g Adapter [Broadcom 4320 USB]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00ca","202","802.11n Network Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00cb","203","WLI-U2-G300N 802.11n Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00d8","216","WLI-U2-SG54HP"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00d9","217","WLI-U2-G54HP"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00da","218","WLI-U2-KG54L 802.11bg [ZyDAS ZD1211B]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00db","219","External Hard Drive HD-PF32OU2 [Buffalo Ministation]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","00e8","232","WLI-UC-G300N Wireless LAN Adapter [Ralink RT2870]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0105","261","External Hard Drive HD-CEU2 [Drive Station]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","012c","300","SATA Bridge"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","012e","302","WLI-UC-AG300N Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0148","328","WLI-UC-G300HP Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0150","336","WLP-UC-AG300 Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0157","343","External Hard Drive HD-PEU2"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","0158","344","WLI-UC-GNHP Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","015d","349","WLI-UC-GN Wireless LAN Adapter [Ralink RT3070]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","016f","367","WLI-UC-G301N Wireless LAN Adapter [Ralink RT3072]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","017f","383","Sony UWA-BR100 802.11abgn Wireless Adapter [Atheros AR7010+AR9280]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","019e","414","WLI-UC-GNP Wireless LAN Adapter"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","01a1","417","MiniStation Metro"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","01a2","418","WLI-UC-GNM Wireless LAN Adapter [Ralink RT8070]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","01dc","476","Ultra-Slim Portable DVD Writer (DVSM-PC58U2V)"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","01de","478","External Hard Drive HD-PCTU3 [Buffalo MiniStation]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","01ee","494","WLI-UC-GNM2 Wireless LAN Adapter [Ralink RT3070]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","01f1","497","SATA Adapter [HD-LBU3]"
"0411","1041","BUFFALO INC. (formerly MelCo., Inc.)","01fd","509","WLI-UC-G450 Wireless LAN Adapter"
"0412","1042","Award Software International","Missing[""NotApplicable""]","Missing[""NotApplicable""]","Missing[""NotApplicable""]"
"0413","1043","Leadtek Research, Inc.","1310","4880","WinFast TV - NTSC + FM"
"0413","1043","Leadtek Research, Inc.","1311","4881","WinFast TV - NTSC + MTS + FM"
"0413","1043","Leadtek Research, Inc.","1312","4882","WinFast TV - PAL BG + FM"
"0413","1043","Leadtek Research, Inc.","1313","4883","WinFast TV - PAL BG+TXT + FM"
"0413","1043","Leadtek Research, Inc.","1314","4884","WinFast TV Audio - PHP PAL I"
"0413","1043","Leadtek Research, Inc.","1315","4885","WinFast TV Audio - PHP PAL I+TXT"
"0413","1043","Leadtek Research, Inc.","1316","4886","WinFast TV Audio - PHP PAL DK"
"0413","1043","Leadtek Research, Inc.","1317","4887","WinFast TV Audio - PHP PAL DK+TXT"
"0413","1043","Leadtek Research, Inc.","1318","4888","WinFast TV - PAL I/DK + FM"
"0413","1043","Leadtek Research, Inc.","1319","4889","WinFast TV - PAL N + FM"
"0413","1043","Leadtek Research, Inc.","131a","4890","WinFast TV Audio - PHP SECAM LL"
"0413","1043","Leadtek Research, Inc.","131b","4891","WinFast TV Audio - PHP SECAM LL+TXT"
"0413","1043","Leadtek Research, Inc.","131c","4892","WinFast TV Audio - PHP SECAM DK"
"0413","1043","Leadtek Research, Inc.","131d","4893","WinFast TV - SECAM DK + TXT + FM"
"0413","1043","Leadtek Research, Inc.","131e","4894","WinFast TV - NTSC Japan + FM"
"0413","1043","Leadtek Research, Inc.","1320","4896","WinFast TV - NTSC"
"0413","1043","Leadtek Research, Inc.","1321","4897","WinFast TV - NTSC + MTS"
"0413","1043","Leadtek Research, Inc.","1322","4898","WinFast TV - PAL BG"
"0413","1043","Leadtek Research, Inc.","1323","4899","WinFast TV - PAL BG+TXT"
"0413","1043","Leadtek Research, Inc.","1324","4900","WinFast TV Audio - PHP PAL I"
"0413","1043","Leadtek Research, Inc.","1325","4901","WinFast TV Audio - PHP PAL I+TXT"
"0413","1043","Leadtek Research, Inc.","1326","4902","WinFast TV Audio - PHP PAL DK"
"0413","1043","Leadtek Research, Inc.","1327","4903","WinFast TV Audio - PHP PAL DK+TXT"
"0413","1043","Leadtek Research, Inc.","1328","4904","WinFast TV - PAL I/DK"
"0413","1043","Leadtek Research, Inc.","1329","4905","WinFast TV - PAL N"
"0413","1043","Leadtek Research, Inc.","132a","4906","WinFast TV Audio - PHP SECAM LL"
"0413","1043","Leadtek Research, Inc.","132b","4907","WinFast TV Audio - PHP SECAM LL+TXT"
"0413","1043","Leadtek Research, Inc.","132c","4908","WinFast TV Audio - PHP SECAM DK"
"0413","1043","Leadtek Research, Inc.","132d","4909","WinFast TV - SECAM DK + TXT"
"0413","1043","Leadtek Research, Inc.","132e","4910","WinFast TV - NTSC Japan"
"0413","1043","Leadtek Research, Inc.","6023","24611","EMP Audio Device"
"0413","1043","Leadtek Research, Inc.","6024","24612","WinFast PalmTop/Novo TV Video"
"0413","1043","Leadtek Research, Inc.","6025","24613","WinFast DTV Dongle (cold state)"
"0413","1043","Leadtek Research, Inc.","6026","24614","WinFast DTV Dongle (warm state)"
"0413","1043","Leadtek Research, Inc.","6029","24617","WinFast DTV Dongle Gold"
"0413","1043","Leadtek Research, Inc.","6125","24869","WinFast DTV Dongle"
"0413","1043","Leadtek Research, Inc.","6126","24870","WinFast DTV Dongle BDA Driver"
"0413","1043","Leadtek Research, Inc.","6a03","27139","RTL2832 [WinFast DTV Dongle Mini]"
"0413","1043","Leadtek Research, Inc.","6f00","28416","WinFast DTV Dongle (STK7700P based)"
"0414","1044","Giga-Byte Technology Co., Ltd","Missing[""NotApplicable""]","Missing[""NotApplicable""]","Missing[""NotApplicable""]"
"0416","1046","Winbond Electronics Corp.","0035","53","W89C35 802.11bg WLAN Adapter"
"0416","1046","Winbond Electronics Corp.","0101","257","Hub"
"0416","1046","Winbond Electronics Corp.","0961","2401","AVL Flash Card Reader"
"0416","1046","Winbond Electronics Corp.","3810","14352","Smart Card Controller"
"0416","1046","Winbond Electronics Corp.","3811","14353","Generic Controller - Single interface"
"0416","1046","Winbond Electronics Corp.","3812","14354","Smart Card Controller_2Interface"
"0416","1046","Winbond Electronics Corp.","3813","14355","Panel Display"
"0416","1046","Winbond Electronics Corp.","5011","20497","Virtual Com Port"
"0416","1046","Winbond Electronics Corp.","5518","21784","4-Port Hub"
"0416","1046","Winbond Electronics Corp.","551a","21786","PC Sync Keypad"
"0416","1046","Winbond Electronics Corp.","551b","21787","PC Async Keypad"
"0416","1046","Winbond Electronics Corp.","551c","21788","Sync Tenkey"
"0416","1046","Winbond Electronics Corp.","551d","21789","Async Tenkey"
"0416","1046","Winbond Electronics Corp.","551e","21790","Keyboard"
"0416","1046","Winbond Electronics Corp.","551f","21791","Keyboard w/ Sys and Media"
"0416","1046","Winbond Electronics Corp.","5521","21793","Keyboard"
"0416","1046","Winbond Electronics Corp.","6481","25729","16-bit Scanner"
"0416","1046","Winbond Electronics Corp.","7721","30497","Memory Stick Reader/Writer"
"0416","1046","Winbond Electronics Corp.","7722","30498","Memory Stick Reader/Writer"
"0416","1046","Winbond Electronics Corp.","7723","30499","SD Card Reader"
"0417","1047","Symbios Logic","Missing[""NotApplicable""]","Missing[""NotApplicable""]","Missing[""NotApplicable""]"
"0418","1048","AST Research","Missing[""NotApplicable""]","Missing[""NotApplicable""]","Missing[""NotApplicable""]"
"0419","1049","Samsung Info. Systems America, Inc.","0001","1","IrDA Remote Controller / Creative Cordless Mouse"
"0419","1049","Samsung Info. Systems America, Inc.","0600","1536","Desktop Wireless 6000"
"0419","1049","Samsung Info. Systems America, Inc.","3001","12289","Xerox P1202 Laser Printer"
"0419","1049","Samsung Info. Systems America, Inc.","3003","12291","Olivetti PG L12L"
"0419","1049","Samsung Info. Systems America, Inc.","3201","12801","Docuprint P8ex"
"0419","1049","Samsung Info. Systems America, Inc.","3404","13316","SCX-5x12 series"
"0419","1049","Samsung Info. Systems America, Inc.","3406","13318","MFP 830 series"
"0419","1049","Samsung Info. Systems America, Inc.","3407","13319","ML-912"
"0419","1049","Samsung Info. Systems America, Inc.","3601","13825","InkJet Color Printer"
"0419","1049","Samsung Info. Systems America, Inc.","3602","13826","InkJet Color Printer"
"0419","1049","Samsung Info. Systems America, Inc.","4602","17922","Remote NDIS Network Device"
"0419","1049","Samsung Info. Systems America, Inc.","8001","32769","Hub"
"0419","1049","Samsung Info. Systems America, Inc.","8002","32770","SyncMaster HID Monitor Control"
"0419","1049","Samsung Info. Systems America, Inc.","aa03","43523","SDAS-3 MP3 Player"
"041a","1050","Phoenix Technologies, Ltd","Missing[""NotApplicable""]","Missing[""NotApplicable""]","Missing[""NotApplicable""]"
"041b","1051","d'TV","Missing[""NotApplicable""]","Missing[""NotApplicable""]","Missing[""NotApplicable""]"
"041d","1053","S3, Inc.","Missing[""NotApplicable""]","Missing[""NotApplicable""]","Missing[""NotApplicable""]"
"041e","1054","Creative Technology, Ltd","1002","4098","Nomad II"
"041e","1054","Creative Technology, Ltd","1003","4099","Blaster GamePad Cobra"
"041e","1054","Creative Technology, Ltd","1050","4176","GamePad Cobra"
"041e","1054","Creative Technology, Ltd","1053","4179","Mouse Gamer HD7600L"
"041e","1054","Creative Technology, Ltd","200c","8204","MuVo V100"
"041e","1054","Creative Technology, Ltd","2020","8224","Zen X-Fi 2"
"041e","1054","Creative Technology, Ltd","2029","8233","ZiiO"
"041e","1054","Creative Technology, Ltd","2801","10241","Prodikeys PC-MIDI multifunction keyboard"
"041e","1054","Creative Technology, Ltd","3000","12288","SoundBlaster Extigy"
"041e","1054","Creative Technology, Ltd","3002","12290","SB External Composite Device"
"041e","1054","Creative Technology, Ltd","3010","12304","SoundBlaster MP3+"
"041e","1054","Creative Technology, Ltd","3014","12308","SB External Composite Device"
"041e","1054","Creative Technology, Ltd","3015","12309","Sound Blaster Digital Music LX"
"041e","1054","Creative Technology, Ltd","3020","12320","SoundBlaster Audigy 2 NX"
"041e","1054","Creative Technology, Ltd","3030","12336","SB External Composite Device"
"041e","1054","Creative Technology, Ltd","3040","12352","SoundBlaster Live! 24-bit External SB0490"
"041e","1054","Creative Technology, Ltd","3060","12384","Sound Blaster Audigy 2 ZS External"
"041e","1054","Creative Technology, Ltd","3061","12385","SoundBlaster Audigy 2 ZS Video Editor"
"041e","1054","Creative Technology, Ltd","3090","12432","Sound Blaster Digital Music SX"
"041e","1054","Creative Technology, Ltd","30d0","12496","Xmod"
"041e","1054","Creative Technology, Ltd","30d3","12499","Sound Blaster Play!"
"041e","1054","Creative Technology, Ltd","3100","12544","IR Receiver (SB0540)"
"041e","1054","Creative Technology, Ltd","3121","12577","WoW tap chat"
"041e","1054","Creative Technology, Ltd","3220","12832","Sound Blaster Tactic(3D) Sigma sound card"
"041e","1054","Creative Technology, Ltd","3232","12850","Sound Blaster Premium HD [SBX]"
"041e","1054","Creative Technology, Ltd","3f00","16128","E-Mu Xboard 25 MIDI Controller"
"041e","1054","Creative Technology, Ltd","3f02","16130","E-Mu 0202"
"041e","1054","Creative Technology, Ltd","3f04","16132","E-Mu 0404"
"041e","1054","Creative Technology, Ltd","3f07","16135","E-Mu Xmidi 1x1"
"041e","1054","Creative Technology, Ltd","3f0e","16142","Xmidi 1x1 Tab"
"041e","1054","Creative Technology, Ltd","4003","16387","VideoBlaster Webcam Go Plus [W9967CF]"
"041e","1054","Creative Technology, Ltd","4004","16388","Nomad II MG"
"041e","1054","Creative Technology, Ltd","4005","16389","Webcam Blaster Go ES"
"041e","1054","Creative Technology, Ltd","4007","16391","Go Mini"
"041e","1054","Creative Technology, Ltd","400a","16394","PC-Cam 300"
"041e","1054","Creative Technology, Ltd","400b","16395","PC-Cam 600"
"041e","1054","Creative Technology, Ltd","400c","16396","Webcam 5 [pwc]"
"041e","1054","Creative Technology, Ltd","400d","16397","Webcam PD1001"
"041e","1054","Creative Technology, Ltd","400f","16399","PC-CAM 550 (Composite)"
"041e","1054","Creative Technology, Ltd","4011","16401","Webcam PRO eX"
"041e","1054","Creative Technology, Ltd","4012","16402","PC-CAM350"
"041e","1054","Creative Technology, Ltd","4013","16403","PC-Cam 750"
"041e","1054","Creative Technology, Ltd","4015","16405","CardCam Value"
"041e","1054","Creative Technology, Ltd","4016","16406","CardCam"
"041e","1054","Creative Technology, Ltd","4017","16407","Webcam Mobile [PD1090]"
"041e","1054","Creative Technology, Ltd","4018","16408","Webcam Vista [PD1100]"
"041e","1054","Creative Technology, Ltd","4019","16409","Audio Device"
"041e","1054","Creative Technology, Ltd","401a","16410","Webcam Vista [PD1100]"
"041e","1054","Creative Technology, Ltd","401c","16412","Webcam NX [PD1110]"
"041e","1054","Creative Technology, Ltd","401d","16413","Webcam NX Ultra"
"041e","1054","Creative Technology, Ltd","401e","16414","Webcam NX Pro"
"041e","1054","Creative Technology, Ltd","401f","16415","Webcam Notebook [PD1171]"
"041e","1054","Creative Technology, Ltd","4020","16416","Webcam NX"
"041e","1054","Creative Technology, Ltd","4021","16417","Webcam NX Ultra"
"041e","1054","Creative Technology, Ltd","4022","16418","Webcam NX Pro"
"041e","1054","Creative Technology, Ltd","4028","16424","Vista Plus cam [VF0090]"
"041e","1054","Creative Technology, Ltd","4029","16425","Webcam Live!"
"041e","1054","Creative Technology, Ltd","402f","16431","DC-CAM 3000Z"
"041e","1054","Creative Technology, Ltd","4034","16436","Webcam Instant"
"041e","1054","Creative Technology, Ltd","4035","16437","Webcam Instant"
"041e","1054","Creative Technology, Ltd","4036","16438","Webcam Live!/Live! Pro"
"041e","1054","Creative Technology, Ltd","4037","16439","Webcam Live!"
"041e","1054","Creative Technology, Ltd","4038","16440","ORITE CCD Webcam [PC370R]"
"041e","1054","Creative Technology, Ltd","4039","16441","Webcam Live! Effects"
"041e","1054","Creative Technology, Ltd","403a","16442","Webcam NX Pro 2"
"041e","1054","Creative Technology, Ltd","403b","16443","Creative Webcam Vista [VF0010]"
"041e","1054","Creative Technology, Ltd","403c","16444","Webcam Live! Ultra"
"041e","1054","Creative Technology, Ltd","403d","16445","Webcam Notebook Ultra"
"041e","1054","Creative Technology, Ltd","403e","16446","Webcam Vista Plus"
"041e","1054","Creative Technology, Ltd","4041","16449","Webcam Live! Motion"
"041e","1054","Creative Technology, Ltd","4043","16451","Vibra Plus Webcam"
"041e","1054","Creative Technology, Ltd","4045","16453","Live! Cam Voice"
"041e","1054","Creative Technology, Ltd","4049","16457","Live! Cam Voice"
"041e","1054","Creative Technology, Ltd","4051","16465","Live! Cam Notebook Pro [VF0250]"
"041e","1054","Creative Technology, Ltd","4052","16466","Live! Cam Vista IM"
"041e","1054","Creative Technology, Ltd","4053","16467","Live! Cam Video IM"
"041e","1054","Creative Technology, Ltd","4054","16468","Live! Cam Video IM"
"041e","1054","Creative Technology, Ltd","4055","16469","Live! Cam Video IM Pro"
"041e","1054","Creative Technology, Ltd","4056","16470","Live! Cam Video IM Pro"
"041e","1054","Creative Technology, Ltd","4057","16471","Live! Cam Optia"
"041e","1054","Creative Technology, Ltd","4058","16472","Live! Cam Optia AF"
"041e","1054","Creative Technology, Ltd","405f","16479","WebCam Vista (VF0330)"
"041e","1054","Creative Technology, Ltd","4061","16481","Live! Cam Notebook Pro [VF0400]"
"041e","1054","Creative Technology, Ltd","4063","16483","Live! Cam Video IM Pro"
"041e","1054","Creative Technology, Ltd","4068","16488","Live! Cam Notebook [VF0470]"
"041e","1054","Creative Technology, Ltd","406c","16492","Live! Cam Sync [VF0520]"
"041e","1054","Creative Technology, Ltd","4083","16515","Live! Cam Socialize [VF0640]"
"041e","1054","Creative Technology, Ltd","4087","16519","Live! Cam Socialize HD 1080 [VF0680]"
"041e","1054","Creative Technology, Ltd","4088","16520","Live! Cam Chat HD [VF0700]"
"041e","1054","Creative Technology, Ltd","4095","16533","Live! Cam Sync HD [VF0770]"
"041e","1054","Creative Technology, Ltd","4097","16535","Live! Cam Chat HD [VF0700]"
"041e","1054","Creative Technology, Ltd","4100","16640","Nomad Jukebox 2"
"041e","1054","Creative Technology, Ltd","4101","16641","Nomad Jukebox 3"
"041e","1054","Creative Technology, Ltd","4102","16642","NOMAD MuVo^2"
"041e","1054","Creative Technology, Ltd","4106","16646","Nomad MuVo"
"041e","1054","Creative Technology, Ltd","4107","16647","NOMAD MuVo"
"041e","1054","Creative Technology, Ltd","4108","16648","Nomad Jukebox Zen"
"041e","1054","Creative Technology, Ltd","4109","16649","Nomad Jukebox Zen NX"
"041e","1054","Creative Technology, Ltd","410b","16651","Nomad Jukebox Zen USB 2.0"
"041e","1054","Creative Technology, Ltd","410c","16652","Nomad MuVo NX"
"041e","1054","Creative Technology, Ltd","410f","16655","NOMAD MuVo^2 (Flash)"
"041e","1054","Creative Technology, Ltd","4110","16656","Nomad Jukebox Zen Xtra"
